,rel606_gene_id,BLATTNER-ID,ECK_ID
1870,ECB_RS11190,b2195,ECK120001966
1871,ECB_RS11195,b2196,ECK120001967
1872,ECB_RS11200,b2197,ECK120001968
1873,ECB_RS11205,b2198,ECK120002065
1874,ECB_RS11210,b2199,ECK120001969
1875,ECB_RS11215,b2200,ECK120001970
1876,ECB_RS11220,b2201,ECK120001971
1877,ECB_RS11225,b2202,ECK120001972
1878,ECB_RS11230,b2203,ECK120001973
1879,ECB_RS11235,b2204,ECK120001974
1880,ECB_RS11240,b2205,ECK120001975
1881,ECB_RS11245,b2206,ECK120001976
1882,ECB_RS11250,b2207,ECK120002044
1883,ECB_RS11255,b2208,ECK120001977
1884,ECB_RS11265,b2209,ECK120000249
1885,ECB_RS11270,b2210,ECK120001978
1886,ECB_RS11275,b2211,ECK120001979
1887,ECB_RS11280,b2212,ECK120000034
1888,ECB_RS11285,b2213,ECK120000026
1889,ECB_RS11290,b2214,ECK120001980
1890,ECB_RS11295,b2215,ECK120000663
1891,ECB_RS11305,b2218,ECK120000813
1892,ECB_RS11310,b2219,ECK120001610
1893,ECB_RS11315,b2220,ECK120001611
1894,ECB_RS11320,b2221,ECK120001612
1895,ECB_RS11325,b2222,ECK120001613
1896,ECB_RS11330,b2223,ECK120001614
1897,ECB_RS11335,b2224,ECK120001615
1898,ECB_RS11340,b2225,ECK120003729
1899,ECB_RS11345,b2226,ECK120003730
1900,ECB_RS11355,b2229,ECK120003733
1901,ECB_RS11360,b2230,ECK120001126
1902,ECB_RS11365,b2231,ECK120000416
1903,ECB_RS11370,b2232,ECK120001127
1904,ECB_RS11375,b2233,ECK120002399
1905,ECB_RS11385,b2234,ECK120000653
1906,ECB_RS11390,b2235,ECK120000654
1907,ECB_RS11395,b2236,ECK120002228
1908,ECB_RS11400,b2237,ECK120001386
1909,ECB_RS11410,b2239,ECK120000392
1910,ECB_RS11415,b2240,ECK120000394
1911,ECB_RS11420,b2241,ECK120000384
1912,ECB_RS11425,b2242,ECK120000385
1913,ECB_RS11430,b2243,ECK120000386
1914,ECB_RS11435,b2244,ECK120002199
1915,ECB_RS11440,b2245,ECK120003734
1916,ECB_RS11445,b2246,ECK120003735
1917,ECB_RS11450,b2247,ECK120003736
1918,ECB_RS11455,b2248,ECK120003737
1919,ECB_RS11460,b2249,ECK120003738
1920,ECB_RS11465,b2250,ECK120003739
1921,ECB_RS11470,b2251,ECK120003740
1922,ECB_RS11475,b2252,ECK120003741
1923,ECB_RS11480,b2253,ECK120003742
1924,ECB_RS11485,b2254,ECK120003743
1925,ECB_RS11490,b2255,ECK120003744
1926,ECB_RS11495,b2256,ECK120003745
1927,ECB_RS11500,b2257,ECK120003746
1928,ECB_RS11505,b4544,ECK120016312
1929,ECB_RS11510,b2258,ECK120003747
1930,ECB_RS11515,b2259,ECK120003748
1931,ECB_RS11520,b2260,ECK120002291
1932,ECB_RS11525,b2261,ECK120001486
1933,ECB_RS11530,b2262,ECK120001336
1934,ECB_RS11535,b2263,ECK120002292
1935,ECB_RS11540,b2264,ECK120000572
1936,ECB_RS11545,b2265,ECK120002230
1937,ECB_RS11550,b2266,ECK120003749
1938,ECB_RS11555,b2267,ECK120003750
1939,ECB_RS11560,b2268,ECK120003751
1940,ECB_RS11565,b2269,ECK120003752
1941,ECB_RS11575,b2272,ECK120003755
1942,ECB_RS11590,b2276,ECK120001998
1943,ECB_RS11595,b2277,ECK120001707
1944,ECB_RS11600,b2278,ECK120001997
1945,ECB_RS11605,b2279,ECK120001996
1946,ECB_RS11610,b2280,ECK120001995
1947,ECB_RS11615,b2281,ECK120001994
1948,ECB_RS11620,b2282,ECK120001993
1949,ECB_RS11625,b2283,ECK120001992
1950,ECB_RS11630,b2284,ECK120001708
1951,ECB_RS11635,b2285,ECK120001991
1952,ECB_RS11640,b2286,ECK120001990
1953,ECB_RS11645,b2287,ECK120001989
1954,ECB_RS11650,b2288,ECK120001988
1955,ECB_RS11655,b2289,ECK120002026
1956,ECB_RS11660,b2290,ECK120003759
1957,ECB_RS11665,b2291,ECK120003760
1958,ECB_RS11670,b2292,ECK120003761
1959,ECB_RS11675,b2293,ECK120003762
1960,ECB_RS11680,b2294,ECK120003763
1961,ECB_RS11685,b2295,ECK120003764
1962,ECB_RS11695,b2296,ECK120000024
1963,ECB_RS11700,b2297,ECK120002445
1964,ECB_RS11705,b2298,ECK120003765
1965,ECB_RS11710,b2299,ECK120003766
1966,ECB_RS11715,b2300,ECK120003767
1967,ECB_RS11720,b2301,ECK120003768
1968,ECB_RS11725,b2302,ECK120003769
1969,ECB_RS11730,b2303,ECK120003770
1970,ECB_RS11735,b2304,ECK120003771
1971,ECB_RS11740,b2305,ECK120003772
1972,ECB_RS11745,b2306,ECK120000445
1973,ECB_RS11750,b2307,ECK120000006
1974,ECB_RS11755,b2308,ECK120002028
1975,ECB_RS11760,b2309,ECK120002027
1976,ECB_RS11765,b2310,ECK120000068
1977,ECB_RS11770,b2311,ECK120001033
1978,ECB_RS11775,b2312,ECK120000785
1979,ECB_RS11780,b2313,ECK120000165
1980,ECB_RS11785,b2314,ECK120000212
1981,ECB_RS11790,b2315,ECK120000321
1982,ECB_RS11795,b2316,ECK120000211
1983,ECB_RS11800,b2317,ECK120000210
1984,ECB_RS11805,b2318,ECK120000447
1985,ECB_RS11810,b2319,ECK120001048
1986,ECB_RS11815,b2320,ECK120002648
1987,ECB_RS11820,b2321,ECK120000223
1988,ECB_RS11825,b2322,ECK120003773
1989,ECB_RS11830,b2323,ECK120000268
1990,ECB_RS11835,b2324,ECK120003774
1991,ECB_RS11840,b2325,ECK120003775
1992,ECB_RS11845,b2326,ECK120003776
1993,ECB_RS11850,b2327,ECK120001128
1994,ECB_RS11855,b2328,ECK120000573
1995,ECB_RS11860,b2329,ECK120000071
1996,ECB_RS11865,b2330,ECK120002301
1997,ECB_RS11870,b2331,ECK120003777
1998,ECB_RS11895,b2336,ECK120003782
1999,ECB_RS11905,b2339,ECK120003785
2000,ECB_RS11910,b2340,ECK120003786
2001,ECB_RS11915,b2341,ECK120003787
2002,ECB_RS11920,b2342,ECK120003788
2003,ECB_RS11925,b2343,ECK120003789
2004,ECB_RS11930,b2344,ECK120000274
2005,ECB_RS11950,b2346,ECK120003791
2006,ECB_RS11955,b2347,ECK120003792
2007,ECB_RS11965,b2364,ECK120002429
2008,ECB_RS11970,b2365,ECK120000244
2009,ECB_RS11975,b2366,ECK120000243
2010,ECB_RS11980,b2367,ECK120002436
2011,ECB_RS11985,b2368,ECK120003808
2012,ECB_RS11990,b2369,ECK120001557
2013,ECB_RS11995,b2370,ECK120001558
2014,ECB_RS12000,b2371,ECK120003809
2015,ECB_RS12005,b2372,ECK120003810
2016,ECB_RS12010,b2373,ECK120003811
2017,ECB_RS12015,b2374,ECK120003812
2018,ECB_RS12020,b2375,ECK120003813
2019,ECB_RS12025,b2376,ECK120003814
2020,ECB_RS12035,b2377,ECK120003815
2021,ECB_RS12040,b2378,ECK120003816
2022,ECB_RS25095,b4680,
2023,ECB_RS12045,b2379,ECK120003817
2024,ECB_RS12050,b2380,ECK120003818
2025,ECB_RS12055,b2381,ECK120003819
2026,ECB_RS12060,b2382,ECK120003820
2027,ECB_RS12065,b2383,ECK120003821
2028,ECB_RS12070,b2384,ECK120003822
2029,ECB_RS12075,b2385,ECK120003823
2030,ECB_RS12080,b2386,ECK120003824
2031,ECB_RS12085,b2387,ECK120003825
2032,ECB_RS12090,b2388,ECK120002426
2033,ECB_RS12095,b2389,ECK120003826
2034,ECB_RS12100,b2390,ECK120003827
2035,ECB_RS12110,b2392,ECK120003828
2036,ECB_RS12115,b2393,ECK120001896
2037,ECB_RS12120,b2395,ECK120001129
2038,ECB_RS12135,b2398,ECK120001395
2039,ECB_RS12140,b2399,ECK120001396
2040,ECB_RS12145,b2400,ECK120000400
2041,ECB_RS12175,b2409,ECK120003831
2042,ECB_RS12180,b2410,ECK120002244
2043,ECB_RS12185,b4546,ECK120016314
2044,ECB_RS12190,b2411,ECK120000527
2045,ECB_RS12195,b2412,ECK120003832
2046,ECB_RS12200,b2413,ECK120000003
2047,ECB_RS12205,b2414,ECK120000187
2048,ECB_RS12210,b2415,ECK120000779
2049,ECB_RS12215,b2416,ECK120000780
2050,ECB_RS12220,b2417,ECK120000161
2051,ECB_RS12225,b2418,ECK120003833
2052,ECB_RS12230,b2419,ECK120003834
2053,ECB_RS12235,b2420,ECK120003835
2054,ECB_RS12240,b2421,ECK120000188
2055,ECB_RS12245,b2422,ECK120000178
2056,ECB_RS12250,b2423,ECK120000193
2057,ECB_RS12255,b2424,ECK120000192
2058,ECB_RS12260,b2425,ECK120000190
2059,ECB_RS12265,b2426,ECK120002035
2060,ECB_RS12270,b2427,ECK120003836
2061,ECB_RS12275,b2428,ECK120003837
2062,ECB_RS12280,b2429,ECK120003838
2063,ECB_RS12285,b2431,ECK120003840
2064,ECB_RS12290,b2432,ECK120003841
2065,ECB_RS12300,b2433,ECK120003842
2066,ECB_RS12305,b2434,ECK120003843
2067,ECB_RS12310,b2435,ECK120001755
2068,ECB_RS12315,b2436,ECK120002078
2069,ECB_RS12320,b2437,ECK120002079
2070,ECB_RS12325,b2438,ECK120003844
2071,ECB_RS12330,b2439,ECK120003845
2072,ECB_RS12335,b2440,ECK120002566
2073,ECB_RS12340,b2441,ECK120002565
2074,ECB_RS12345,b2451,ECK120003855
2075,ECB_RS12350,b2452,ECK120003856
2076,ECB_RS12355,b2453,ECK120003857
2077,ECB_RS12360,b2454,ECK120003858
2078,ECB_RS12365,b2455,ECK120003859
2079,ECB_RS12370,b2456,ECK120003860
2080,ECB_RS12375,b2457,ECK120003861
2081,ECB_RS12380,b2458,ECK120003862
2082,ECB_RS12385,b2459,ECK120003863
2083,ECB_RS12390,b2460,ECK120003864
2084,ECB_RS12395,b2461,ECK120003865
2085,ECB_RS12400,b2462,ECK120003866
2086,ECB_RS12405,b2463,ECK120003867
2087,ECB_RS12410,b2464,ECK120001731
2088,ECB_RS12415,b2465,ECK120002005
2089,ECB_RS12420,b2466,ECK120003868
2090,ECB_RS12425,b2467,ECK120002271
2091,ECB_RS12430,b2468,ECK120002270
2092,ECB_RS12435,b2469,ECK120001423
2093,ECB_RS12440,b2470,ECK120000012
2094,ECB_RS25105,b4606,ECK120002599
2095,ECB_RS12450,b2471,ECK120001131
2096,ECB_RS12455,b2472,ECK120000202
2097,ECB_RS12460,b4547,ECK120016315
2098,ECB_RS12465,b2473,ECK120003869
2099,ECB_RS12470,b2474,ECK120003870
2100,ECB_RS12475,b2475,ECK120003871
2101,ECB_RS12480,b2476,ECK120000782
2102,ECB_RS12490,b2477,ECK120000651
2103,ECB_RS12495,b2478,ECK120000199
2104,ECB_RS12500,b2479,ECK120001132
2105,ECB_RS12505,b2480,ECK120000104
2106,ECB_RS12510,b2481,ECK120001133
2107,ECB_RS12515,b2482,ECK120001255
2108,ECB_RS12525,b2484,ECK120003873
2109,ECB_RS12530,b2485,ECK120003874
2110,ECB_RS12535,b2486,ECK120003875
2111,ECB_RS12540,b2487,ECK120003876
2112,ECB_RS12545,b2488,ECK120003877
2113,ECB_RS12550,b2489,ECK120003878
2114,ECB_RS12555,b2490,ECK120003879
2115,ECB_RS12560,b2491,ECK120003880
2116,ECB_RS12565,b2492,ECK120003881
2117,ECB_RS12570,b2493,ECK120003882
2118,ECB_RS12575,b2494,ECK120003883
2119,ECB_RS12580,b2495,ECK120003884
2120,ECB_RS12585,b2496,ECK120003885
2121,ECB_RS12590,b2497,ECK120002031
2122,ECB_RS12595,b2498,ECK120001303
2123,ECB_RS12600,b2499,ECK120000789
2124,ECB_RS12605,b2500,ECK120000790
2125,ECB_RS12610,b2501,ECK120001466
2126,ECB_RS12615,b2502,ECK120001369
2127,ECB_RS12620,b2503,ECK120003886
2128,ECB_RS12630,b2504,ECK120003887
2129,ECB_RS12635,b2505,ECK120003888
2130,ECB_RS12640,b2506,ECK120003889
2131,ECB_RS12645,b2507,ECK120000413
2132,ECB_RS12650,b2508,ECK120000414
2133,ECB_RS12655,b2509,ECK120001061
2134,ECB_RS12660,b2510,ECK120003890
2135,ECB_RS12665,b2511,ECK120003891
2136,ECB_RS12670,b2512,ECK120003892
2137,ECB_RS12675,b2513,ECK120003893
2138,ECB_RS12680,b2514,ECK120000446
2139,ECB_RS12685,b2515,ECK120000363
2140,ECB_RS12690,b2516,ECK120000013
2141,ECB_RS12695,b2517,ECK120002263
2142,ECB_RS12700,b2518,ECK120000643
2143,ECB_RS12705,b2519,ECK120003894
2144,ECB_RS12710,b2520,ECK120003895
2145,ECB_RS12715,b2521,ECK120001548
2146,ECB_RS12720,b2522,ECK120001549
2147,ECB_RS12725,b2523,ECK120002187
2148,ECB_RS12730,b2524,ECK120002188
2149,ECB_RS12735,b2525,ECK120001299
2150,ECB_RS12740,b2526,ECK120002032
2151,ECB_RS12745,b2527,ECK120002033
2152,ECB_RS12750,b2528,ECK120002034
2153,ECB_RS12755,b2529,ECK120003896
2154,ECB_RS12760,b2530,ECK120003897
2155,ECB_RS12765,b2531,ECK120003898
2156,ECB_RS12770,b2532,ECK120003899
2157,ECB_RS12775,b2533,ECK120000972
2158,ECB_RS12780,b2534,ECK120003900
2159,ECB_RS12785,b2535,ECK120003901
2160,ECB_RS12790,b2536,ECK120003902
2161,ECB_RS12795,b2537,ECK120003903
2162,ECB_RS12800,b2538,ECK120004468
2163,ECB_RS12805,b2539,ECK120004474
2164,ECB_RS12810,b2540,ECK120003904
2165,ECB_RS12815,b2541,ECK120003905
2166,ECB_RS12820,b2542,ECK120003906
2167,ECB_RS12825,b2543,ECK120003907
2168,ECB_RS12830,b2544,ECK120003908
2169,ECB_RS12835,b2545,ECK120003909
2170,ECB_RS12840,b2546,ECK120003910
2171,ECB_RS12845,b2547,ECK120003911
2172,ECB_RS12850,b2548,ECK120003912
2173,ECB_RS12855,b2549,ECK120003913
2174,ECB_RS12860,b2550,ECK120003914
2175,ECB_RS12865,b2551,ECK120000401
2176,ECB_RS12870,b2552,ECK120000449
2177,ECB_RS12875,b2553,ECK120000377
2178,ECB_RS12880,b2554,ECK120001258
2179,ECB_RS12885,b2555,ECK120002040
2180,ECB_RS12890,b2556,ECK120003915
2181,ECB_RS12895,b2557,ECK120000788
2182,ECB_RS12900,b2558,ECK120001341
2183,ECB_RS12915,b2559,ECK120001340
2184,ECB_RS12920,b2560,ECK120001339
2185,ECB_RS12925,b2561,ECK120002185
2186,ECB_RS12930,b2562,ECK120003916
2187,ECB_RS12935,b4687,
2188,ECB_RS12950,b2563,ECK120000241
2189,ECB_RS12955,b2564,ECK120000685
2190,ECB_RS12960,b2565,ECK120000823
2191,ECB_RS12965,b2566,ECK120000264
2192,ECB_RS12970,b2567,ECK120000848
2193,ECB_RS12975,b2568,ECK120000523
2194,ECB_RS12980,b2569,ECK120000522
2195,ECB_RS12985,b2570,ECK120003917
2196,ECB_RS12990,b2571,ECK120003918
2197,ECB_RS12995,b2572,ECK120002216
2198,ECB_RS13000,b2573,ECK120001827
2199,ECB_RS25525,b4725,
2200,ECB_RS13010,b2574,ECK120000624
2201,ECB_RS13015,b2575,ECK120001492
2202,ECB_RS13020,b2576,ECK120000964
2203,ECB_RS13030,b2577,ECK120001719
2204,ECB_RS13035,b2578,ECK120002298
2205,ECB_RS13040,b2579,ECK120001718
2206,ECB_RS13045,b2580,ECK120001047
2207,ECB_RS13050,b2581,ECK120001720
2208,ECB_RS13060,b2582,ECK120001817
2209,ECB_RS13065,b2583,ECK120003919
2210,ECB_RS13070,b2584,ECK120003920
2211,ECB_RS13075,b2585,ECK120000772
2212,ECB_RS13080,b2586,ECK120002404
2213,ECB_RS13085,b2587,ECK120000515
2214,ECB_RS13110,b2592,ECK120000153
2215,ECB_RS13115,b2593,ECK120002002
2216,ECB_RS13120,b2594,ECK120002003
2217,ECB_RS13125,b2595,ECK120003921
2218,ECB_RS13135,b2597,ECK120001134
2219,ECB_RS25530,b2598,ECK120001245
2220,ECB_RS13140,b2599,ECK120000699
2221,ECB_RS13145,b2600,ECK120001028
2222,ECB_RS13150,b2601,ECK120000074
2223,ECB_RS13155,b2602,ECK120002299
2224,ECB_RS13160,b2603,ECK120003923
2225,ECB_RS13165,b2604,ECK120002419
2226,ECB_RS13170,b2605,ECK120001135
2227,ECB_RS13175,b2606,ECK120000871
2228,ECB_RS13180,b2607,ECK120001012
2229,ECB_RS13185,b2608,ECK120001136
2230,ECB_RS13190,b2609,ECK120000906
2231,ECB_RS13195,b2610,ECK120000294
2232,ECB_RS13200,b2611,ECK120003924
2233,ECB_RS13205,b4461,ECK120002295
2234,ECB_RS13210,b2614,ECK120000409
2235,ECB_RS13220,b2615,ECK120002081
2236,ECB_RS13225,b2616,ECK120000822
2237,ECB_RS13230,b2617,ECK120000941
2238,ECB_RS13235,b2618,ECK120003925
2239,ECB_RS13240,b2619,ECK120003926
2240,ECB_RS13245,b2620,ECK120001716
2241,ECB_RS13275,b2659,ECK120003961
2242,ECB_RS13280,b2660,ECK120002252
2243,ECB_RS13285,b2661,ECK120001300
2244,ECB_RS13290,b2662,ECK120000354
2245,ECB_RS13295,b2663,ECK120001301
2246,ECB_RS13300,b2664,ECK120002251
2247,ECB_RS13305,b2665,ECK120003962
2248,ECB_RS13310,b2666,ECK120003963
2249,ECB_RS13315,b2667,ECK120003964
2250,ECB_RS13320,b2668,ECK120003965
2251,ECB_RS13325,b2669,ECK120001507
2252,ECB_RS13330,b2670,ECK120003966
2253,ECB_RS13335,b2671,ECK120002089
2254,ECB_RS13340,b2672,ECK120003967
2255,ECB_RS13345,b2673,ECK120003968
2256,ECB_RS13350,b2674,ECK120003969
2257,ECB_RS13355,b2675,ECK120002450
2258,ECB_RS13360,b2676,ECK120002248
2259,ECB_RS13365,b2677,ECK120000762
2260,ECB_RS13370,b2678,ECK120000763
2261,ECB_RS13375,b2679,ECK120000764
2262,ECB_RS13385,b2682,ECK120003972
2263,ECB_RS13390,b2683,ECK120003973
2264,ECB_RS13395,b2684,ECK120000596
2265,ECB_RS13400,b2685,ECK120001323
2266,ECB_RS13405,b2686,ECK120001403
2267,ECB_RS13410,b2687,ECK120002369
2268,ECB_RS13415,b2688,ECK120000411
2269,ECB_RS13420,b2689,ECK120003974
2270,ECB_RS13425,b2690,ECK120003975
2271,ECB_RS13460,b2696,ECK120001410
2272,ECB_RS13465,b2697,ECK120000031
2273,ECB_RS13475,b2698,ECK120001986
2274,ECB_RS13480,b2699,ECK120000814
2275,ECB_RS13485,b2700,ECK120003976
2276,ECB_RS13490,b2701,ECK120003977
2277,ECB_RS13495,b2702,ECK120004460
2278,ECB_RS13500,b2703,ECK120000958
2279,ECB_RS13505,b2704,ECK120000959
2280,ECB_RS13510,b2705,ECK120000960
2281,ECB_RS13515,b2706,ECK120000961
2282,ECB_RS13520,b2707,ECK120000963
2283,ECB_RS13525,b2708,ECK120000962
2284,ECB_RS13530,b2709,ECK120002013
2285,ECB_RS13535,b2710,ECK120003978
2286,ECB_RS13540,b2711,ECK120002302
2287,ECB_RS13545,b2712,ECK120001504
2288,ECB_RS13550,b2713,ECK120001505
2289,ECB_RS13555,b2714,ECK120000083
2290,ECB_RS13560,b2715,ECK120000082
2291,ECB_RS13565,b2716,ECK120000081
2292,ECB_RS13570,b2717,ECK120003979
2293,ECB_RS13575,b2718,ECK120000474
2294,ECB_RS13580,b2719,ECK120000473
2295,ECB_RS13585,b2720,ECK120000472
2296,ECB_RS13590,b2721,ECK120000471
2297,ECB_RS13595,b2722,ECK120000470
2298,ECB_RS13600,b2723,ECK120000469
2299,ECB_RS13605,b2724,ECK120000468
2300,ECB_RS13615,b2725,ECK120000467
2301,ECB_RS13620,b2726,ECK120000476
2302,ECB_RS13625,b2727,ECK120000477
2303,ECB_RS13630,b2728,ECK120000478
2304,ECB_RS13635,b2729,ECK120000479
2305,ECB_RS13640,b2730,ECK120000480
2306,ECB_RS13645,b2731,ECK120000295
2307,ECB_RS13650,b2732,ECK120001260
2308,ECB_RS13655,b2733,ECK120000618
2309,ECB_RS13660,b2734,ECK120003980
2310,ECB_RS13665,b2735,ECK120003981
2311,ECB_RS13670,b2736,ECK120003982
2312,ECB_RS13675,b2737,ECK120003983
2313,ECB_RS13680,b2738,ECK120003984
2314,ECB_RS13685,b2739,ECK120003985
2315,ECB_RS13690,b2740,ECK120003986
2316,ECB_RS13695,b2741,ECK120000503
2317,ECB_RS13700,b2742,ECK120002015
2318,ECB_RS13705,b2743,ECK120000682
2319,ECB_RS13710,b2744,ECK120001750
2320,ECB_RS13715,b2745,ECK120003987
2321,ECB_RS13720,b2746,ECK120001749
2322,ECB_RS13725,b2747,ECK120003988
2323,ECB_RS13730,b2748,ECK120003989
2324,ECB_RS13735,b2749,ECK120002365
2325,ECB_RS13740,b2750,ECK120000180
2326,ECB_RS13745,b2751,ECK120000189
2327,ECB_RS13750,b2752,ECK120000181
2328,ECB_RS13755,b2753,ECK120000481
2329,ECB_RS13760,b0016,ECK120002703
2330,ECB_RS25125,,
2331,ECB_RS13780,b2762,ECK120000184
2332,ECB_RS13785,b2763,ECK120000185
2333,ECB_RS13790,b2764,ECK120000186
2334,ECB_RS13795,b2765,ECK120003996
2335,ECB_RS13800,b2766,ECK120003997
2336,ECB_RS13805,b2767,ECK120003998
2337,ECB_RS13810,b2768,ECK120003999
2338,ECB_RS13815,b2769,ECK120004000
2339,ECB_RS13820,b2770,ECK120004001
2340,ECB_RS13825,b2771,ECK120004002
2341,ECB_RS13830,b4463,ECK120004003
2342,ECB_RS13835,b2774,ECK120004004
2343,ECB_RS13840,b2775,ECK120002430
2344,ECB_RS13845,b2776,ECK120004005
2345,ECB_RS13850,b2777,ECK120004006
2346,ECB_RS13855,b4682,
2347,ECB_RS13860,b2778,ECK120004007
2348,ECB_RS13865,b2779,ECK120000252
2349,ECB_RS13870,b2780,ECK120000801
2350,ECB_RS13875,b2781,ECK120000565
2351,ECB_RS13880,b2782,ECK120001224
2352,ECB_RS13885,b2783,ECK120000564
2353,ECB_RS13890,b2784,ECK120000826
2354,ECB_RS13895,b2785,ECK120001223
2355,ECB_RS13900,b2786,ECK120001335
2356,ECB_RS13905,b2787,ECK120004008
2357,ECB_RS13910,b2788,ECK120004009
2358,ECB_RS13915,b2789,ECK120004010
2359,ECB_RS13920,b2790,ECK120004011
2360,ECB_RS13925,b2791,ECK120004012
2361,ECB_RS13930,b2792,ECK120004013
2362,ECB_RS13940,b2793,ECK120004014
2363,ECB_RS13945,b2794,ECK120004015
2364,ECB_RS13950,b2795,ECK120002241
2365,ECB_RS13955,b2796,ECK120002043
2366,ECB_RS13960,b2797,ECK120001571
2367,ECB_RS13965,b2798,ECK120002240
2368,ECB_RS13970,b2799,ECK120000345
2369,ECB_RS14015,b2802,ECK120000343
2370,ECB_RS14020,b2803,ECK120000344
2371,ECB_RS14025,b2804,ECK120000348
2372,ECB_RS14030,b2805,ECK120000347
2373,ECB_RS14035,b2806,ECK120001728
2374,ECB_RS14040,b2807,ECK120001727
2375,ECB_RS14045,b2808,ECK120001729
2376,ECB_RS14050,b2809,ECK120004016
2377,ECB_RS14055,b2810,ECK120004017
2378,ECB_RS14060,b2811,ECK120004018
2379,ECB_RS14065,b2812,ECK120004019
2380,ECB_RS14070,b2813,ECK120004020
2381,ECB_RS14090,b2817,ECK120004021
2382,ECB_RS14095,b2818,ECK120000059
2383,ECB_RS14100,b2819,ECK120000817
2384,ECB_RS14105,b2820,ECK120000815
2385,ECB_RS14110,b2821,ECK120000777
2386,ECB_RS14115,b2822,ECK120000816
2387,ECB_RS14120,b2823,ECK120001137
2388,ECB_RS14125,b2824,ECK120001138
2389,ECB_RS14130,b2825,ECK120001139
2390,ECB_RS14135,b2826,ECK120001987
2391,ECB_RS14140,b2827,ECK120000991
2392,ECB_RS14145,b2828,ECK120002030
2393,ECB_RS14150,b2829,ECK120002077
2394,ECB_RS14155,b2830,ECK120004022
2395,ECB_RS14170,b2831,ECK120000617
2396,ECB_RS14175,b2832,ECK120004023
2397,ECB_RS14180,b2833,ECK120004024
2398,ECB_RS14185,b2834,ECK120004025
2399,ECB_RS14190,b2835,ECK120002304
2400,ECB_RS14195,b2836,ECK120001622
2401,ECB_RS14200,b2837,ECK120000357
2402,ECB_RS14205,b2838,ECK120000542
2403,ECB_RS14210,b2839,ECK120000544
2404,ECB_RS14215,b2840,ECK120001140
2405,ECB_RS14220,b2841,ECK120000052
2406,ECB_RS14225,b2842,ECK120002229
2407,ECB_RS14230,b2843,ECK120004026
2408,ECB_RS14235,b2844,ECK120004027
2409,ECB_RS14240,b2845,ECK120004028
2410,ECB_RS14245,b2846,ECK120004029
2411,ECB_RS14255,,
2412,ECB_RS14270,b2865,ECK120004047
2413,ECB_RS14275,b2866,ECK120004048
2414,ECB_RS14280,b2867,ECK120004049
2415,ECB_RS14285,b2868,ECK120004050
2416,ECB_RS14290,b2869,ECK120004051
2417,ECB_RS14295,b2870,ECK120004052
2418,ECB_RS14300,b2871,ECK120004053
2419,ECB_RS14305,b2872,ECK120004054
2420,ECB_RS14310,b2873,ECK120004055
2421,ECB_RS14315,b2874,ECK120004056
2422,ECB_RS14320,b2875,ECK120004057
2423,ECB_RS14325,b2876,ECK120004058
2424,ECB_RS14330,b2877,ECK120004059
2425,ECB_RS14335,b2878,ECK120004060
2426,ECB_RS14340,b2879,ECK120004061
2427,ECB_RS14345,b2880,ECK120004062
2428,ECB_RS14350,b2881,ECK120004063
2429,ECB_RS14355,b2882,ECK120004064
2430,ECB_RS14360,b2883,ECK120004065
2431,ECB_RS14365,b4464,ECK120004066
2432,ECB_RS14370,b2886,ECK120004067
2433,ECB_RS14375,b2887,ECK120004068
2434,ECB_RS14385,b2888,ECK120004069
2435,ECB_RS14390,b4684,
2436,ECB_RS25560,b4753,ECK125276531
2437,ECB_RS14395,b2889,ECK120004070
2438,ECB_RS14400,b2890,ECK120000545
2439,ECB_RS14405,b2891,ECK120000753
2440,ECB_RS14410,b2892,ECK120000821
2441,ECB_RS14415,b2893,ECK120001059
2442,ECB_RS14420,b2894,ECK120001060
2443,ECB_RS14425,b2895,ECK120002360
2444,ECB_RS14430,b2896,ECK120004071
2445,ECB_RS14435,b2897,ECK120004072
2446,ECB_RS14440,b2898,ECK120004073
2447,ECB_RS14445,b2899,ECK120004074
2448,ECB_RS14450,b2900,ECK120004075
2449,ECB_RS14455,b2901,ECK120002697
2450,ECB_RS14460,b2902,ECK120004076
2451,ECB_RS14465,b2903,ECK120001744
2452,ECB_RS14470,b2904,ECK120000364
2453,ECB_RS14475,b2905,ECK120001406
2454,ECB_RS25565,b4754,ECK125276510
2455,ECB_RS14480,b2906,ECK120001304
2456,ECB_RS14485,b2907,ECK120001295
2457,ECB_RS14490,b2908,ECK120000689
2458,ECB_RS14495,b2909,ECK120001294
2459,ECB_RS14500,b2910,ECK120002417
2460,ECB_RS14505,b2912,ECK120001141
2461,ECB_RS24045,b4665,
2462,ECB_RS14510,b2913,ECK120000933
2463,ECB_RS14515,b2914,ECK120001407
2464,ECB_RS14525,b2916,ECK120000483
2465,ECB_RS14530,b2917,ECK120001408
2466,ECB_RS14535,b2918,ECK120001409
2467,ECB_RS14540,b2919,ECK120004078
2468,ECB_RS14545,b2920,ECK120004079
2469,ECB_RS14550,b2921,ECK120004080
2470,ECB_RS14555,b2922,ECK120001220
2471,ECB_RS14560,b2923,ECK120001142
2472,ECB_RS14565,b2924,ECK120001143
2473,ECB_RS14570,b2925,ECK120000276
2474,ECB_RS14575,b2926,ECK120000695
2475,ECB_RS14580,b2927,ECK120000361
2476,ECB_RS14585,b2928,ECK120001144
2477,ECB_RS14590,b2929,ECK120001145
2478,ECB_RS14595,b2930,ECK120001221
