target_id	length	eff_length	est_counts	tpm
ECB_02101	573	405.633	1	1.89874
ECB_02102	1467	1299.59	2	1.18528
ECB_02103	987	819.59	1	0.939728
ECB_02104	714	546.59	2	2.81817
ECB_02105	567	399.673	19	36.6141
ECB_02106	1557	1389.59	11	6.09684
ECB_02107	1815	1647.59	14	6.54452
ECB_02108	1095	927.59	3	2.49094
ECB_02109	1026	858.59	0	0
ECB_02110	1590	1422.59	12	6.49681
ECB_02111	345	180.569	189	806.155
ECB_02112	1191	1023.59	19	14.2964
ECB_02113	696	528.59	0	0
ECB_02114	1761	1593.59	3	1.44992
ECB_02115	285	125.008	6	36.9667
ECB_02116	1008	840.59	5	4.58126
ECB_02117	228	78.575	11	107.822
ECB_02118	1761	1593.59	15	7.24959
ECB_02119	2511	2343.59	20	6.57275
ECB_02120	648	480.59	6	9.61557
ECB_02121	1053	885.59	5	4.34847
ECB_02122	558	390.673	0	0
ECB_02123	1944	1776.59	3	1.30057
ECB_02124	480	312.973	2	4.92178
ECB_02125	210	65.3156	1	11.7919
ECB_02126	738	570.59	2	2.69963
ECB_02127	663	495.59	2	3.10818
ECB_02128	624	456.59	3	5.0605
ECB_02129	603	435.59	2	3.53631
ECB_02130	450	283.15	0	0
ECB_02131	864	696.59	1	1.10566
ECB_02132	696	528.59	0	0
ECB_02133	2487	2319.59	1	0.332038
ECB_02134	264	106.669	0	0
ECB_02135	495	327.847	1	2.34924
ECB_02136	489	321.847	3	7.17912
ECB_02137	1647	1479.59	1	0.520544
ECB_02138	1644	1476.59	3	1.5648
ECB_02139	651	483.59	3	4.77796
ECB_02140	1065	897.59	7	6.00646
ECB_02141	1056	888.59	1	0.866757
ECB_02142	936	768.59	1	1.00208
ECB_02143	504	336.781	0.00965665	0.022084
ECB_02144	276	116.855	1.55556	10.2526
ECB_02145	2802	2634.59	8	2.33871
ECB_02146	1827	1659.59	20	9.28171
ECB_02147	1386	1218.59	12	7.58442
ECB_02148	663	495.59	2	3.10818
ECB_02149	651	483.59	0	0
ECB_02150	1323	1155.59	2	1.33298
ECB_02151	1185	1017.59	0	0
ECB_02152	777	609.59	8	10.1077
ECB_02153	1650	1482.59	2	1.03898
ECB_02154	4605	4437.59	7	1.21493
ECB_02155	624	456.59	1	1.68683
ECB_02156	1689	1521.59	2	1.01235
ECB_02157	2628	2460.59	5	1.56506
ECB_02158	723	555.59	3	4.15878
ECB_02159	3753	3585.59	4	0.859208
ECB_02160	2286	2118.59	8	2.90832
ECB_02161	1131	963.59	10	7.99294
ECB_02162	255	99.2425	0	0
ECB_02163	651	483.59	4	6.37061
ECB_02164	207	63.3667	0	0
ECB_02165	1077	909.59	43	36.4101
ECB_02166	1359	1191.59	2	1.29271
ECB_02167	1629	1461.59	2	1.05391
ECB_02168	1260	1092.59	1	0.704923
ECB_02169	1191	1023.59	4	3.00977
ECB_02170	903	735.59	3	3.14112
ECB_02171	804	636.59	0	0
ECB_02172	1290	1122.59	3	2.05825
ECB_02173	1218	1050.59	1	0.733104
ECB_02174	783	615.59	2	2.50229
ECB_02175	1203	1035.59	7	5.20606
ECB_02176	543	375.711	2	4.09992
ECB_02177	426	259.526	2	5.93538
ECB_02178	603	435.59	3	5.30447
ECB_02179	1158	990.59	9	6.99757
ECB_02180	969	801.59	4	3.84332
ECB_02181	1983	1815.59	5	2.12105
ECB_02182	891	723.59	0	0
ECB_02183	1653	1485.59	7	3.62909
ECB_02184	336	171.958	1	4.47895
ECB_02185	387	221.033	6	20.9071
ECB_02186	267	109.086	8	56.4832
ECB_02187	1356	1188.59	5	3.23994
ECB_02188	963	795.59	2	1.93615
ECB_02189	858	690.59	2	2.23053
ECB_02190	759	591.59	0	0
ECB_02191	1671	1503.59	4	2.04894
ECB_02192	1296	1128.59	7	4.77706
ECB_02193	306	143.836	175	937.066
ECB_02194	462	295.034	2	5.22104
ECB_02195	918	750.59	5	5.13057
ECB_02196	1212	1044.59	4	2.94926
ECB_02198	504	336.781	4	9.1477
ECB_02199	522	354.747	3	6.51331
ECB_02200	840	672.59	9	10.306
ECB_02201	1278	1110.59	12	8.32197
ECB_02202	1530	1362.59	7	3.95669
ECB_02203	1842	1674.59	15	6.89893
ECB_02204	303	141.128	1	5.45739
ECB_02205	555	387.673	13	25.8272
ECB_02206	543	375.711	2	4.09992
ECB_02207	978	810.59	15	14.2524
ECB_02208	2733	2565.59	36	10.8072
ECB_02209	1338	1170.59	4	2.63181
ECB_02210	501	333.814	7	16.1507
ECB_02211	1803	1635.59	13	6.12164
ECB_02212	663	495.59	16	24.8654
ECB_02213	444	277.205	57	158.37
ECB_02214	939	771.59	337	336.389
ECB_02215	1218	1050.59	10	7.33104
ECB_02216	600	432.59	1	1.78042
ECB_02217	1833	1665.59	4	1.84966
ECB_02218	651	483.59	12	19.1118
ECB_02219	495	327.847	24	56.3818
ECB_02220	456	289.121	185	492.823
ECB_02221	1203	1035.59	128	95.1965
ECB_02222	2145	1977.59	7	2.72622
ECB_02223	1521	1353.59	1	0.568999
ECB_02224	543	375.711	6	12.2998
ECB_02225	555	387.673	2	3.97341
ECB_02226	645	477.59	1	1.61266
ECB_02227	648	480.59	11	17.6286
ECB_02228	363	197.993	10	38.8999
ECB_02229	894	726.59	72	76.3206
ECB_02230	891	723.59	9	9.57963
ECB_02231	774	606.59	6	7.61824
ECB_02232	717	549.59	8	11.2111
ECB_02233	687	519.59	15	22.2346
ECB_02234	783	615.59	69	86.3289
ECB_02235	783	615.59	334	417.882
ECB_02236	570	402.633	1	1.91289
ECB_02237	1518	1350.59	3	1.71079
ECB_02238	489	321.847	1	2.39304
ECB_02239	663	495.59	4	6.21636
ECB_02240	1269	1101.59	3	2.09749
ECB_02241	915	747.59	22	22.6651
ECB_02242	660	492.59	3	4.69066
ECB_02243	813	645.59	0	0
ECB_02244	1014	846.59	1	0.909758
ECB_02245	1137	969.59	4	3.17739
ECB_02246	996	828.59	2	1.85904
ECB_02247	1179	1011.59	1	0.761367
ECB_02248	1221	1053.59	31	22.6615
ECB_02249	2007	1839.59	4	1.6747
ECB_02250	279	119.62	0	0
ECB_02251	549	381.711	1	2.01774
ECB_02252	810	642.59	2	2.39715
ECB_02253	825	657.59	0	0
ECB_02254	1086	918.59	3	2.51535
ECB_02255	933	765.59	1	1.00601
ECB_02256	552	384.673	7	14.0154
ECB_02257	798	630.59	49	59.8477
ECB_02258	552	384.673	0	0
ECB_02259	480	312.973	4	9.84356
ECB_02260	507	339.747	1	2.26696
ECB_02261	753	585.59	6	7.89144
ECB_02262	2646	2478.59	3	0.932214
ECB_02263	564	396.673	0	0
ECB_02264	486	318.879	121	292.253
ECB_02265	2145	1977.59	145	56.4717
ECB_02266	1311	1143.59	65	43.7766
ECB_02267	285	125.008	28	172.511
ECB_02268	1347	1179.59	499	325.813
ECB_02270	504	336.781	0.00168583	0.00385536
ECB_02271	276	116.855	1.55556	10.2526
ECB_02272	756	588.59	12	15.7024
ECB_02273	933	765.59	15	15.0902
ECB_02274	936	768.59	6	6.0125
ECB_02275	1338	1170.59	3	1.97386
ECB_02276	1329	1161.59	4	2.6522
ECB_02277	1539	1371.59	2	1.12306
ECB_02278	1164	996.59	21	16.2294
ECB_02279	615	447.59	4	6.88301
ECB_02280	3594	3426.59	10	2.24769
ECB_02281	1146	978.59	14	11.0186
ECB_02282	945	777.59	2	1.98097
ECB_02283	1695	1527.59	1	0.504187
ECB_02284	1251	1083.59	2	1.42156
ECB_02285	633	465.59	3	4.96268
ECB_02286	276	116.855	0	0
ECB_02287	243	90.0205	40	342.23
ECB_02288	921	753.59	7	7.15421
ECB_02289	1239	1071.59	12	8.62485
ECB_02290	1698	1530.59	9	4.52879
ECB_02291	735	567.59	10	13.5695
ECB_02292	858	690.59	6	6.6916
ECB_02293	2496	2328.59	3	0.992264
ECB_02294	1038	870.59	1	0.884678
ECB_02295	1086	918.59	1	0.83845
ECB_02296	1248	1080.59	0	0
ECB_02297	327	163.366	3	14.1436
ECB_02298	966	798.59	21	20.2532
ECB_02299	1257	1089.59	17	12.0167
ECB_02300	327	163.366	13	61.2888
ECB_02301	1239	1071.59	246	176.809
ECB_02302	1203	1035.59	51	37.9299
ECB_02303	2190	2022.59	13	4.95033
ECB_02304	345	180.569	26	110.9
ECB_02305	393	226.944	17	57.6939
ECB_02306	1416	1248.59	12	7.40219
ECB_02307	342	177.623	3	13.0083
ECB_02308	927	759.59	0	0
ECB_02309	999	831.59	4	3.70467
ECB_02310	219	71.704	3	32.2238
ECB_02311	2016	1848.59	7	2.91646
ECB_02312	987	819.59	76	71.4193
ECB_02313	762	594.59	28	36.2693
ECB_02314	972	804.59	40	38.2899
ECB_02315	258	101.669	13	98.481
ECB_02316	1728	1560.59	349	172.241
ECB_02317	510	342.747	495	1112.32
ECB_02318	852	684.59	5	5.6252
ECB_02319	375	209.418	3	11.0333
ECB_02320	735	567.59	49	66.4906
ECB_02321	912	744.59	4	4.13753
ECB_02322	1098	930.59	2	1.65528
ECB_02323	450	283.15	1	2.72009
ECB_02324	834	666.59	3	3.46626
ECB_02325	1017	849.59	1	0.906545
ECB_02326	792	624.59	53	65.3551
ECB_02327	858	690.59	2	2.23053
ECB_02328	897	729.59	5	5.27825
ECB_02329	1425	1257.59	6	3.67461
ECB_02330	177	44.9713	9	154.137
ECB_02331	900	732.59	2	2.10265
ECB_02332	576	408.633	1	1.8848
ECB_02333	450	283.15	0	0
ECB_02334	426	259.526	1	2.96769
ECB_02335	870	702.59	9	9.86596
ECB_02336	900	732.59	5	5.25663
ECB_02337	1053	885.59	3	2.60908
ECB_02338	501	333.814	1	2.30725
ECB_02339	660	492.59	1	1.56355
ECB_02340	888	720.59	1	1.06883
ECB_02341	1362	1194.59	2	1.28947
ECB_02342	1404	1236.59	1	0.622835
ECB_02343	1227	1059.59	1	0.726877
ECB_02344	1188	1020.59	2	1.50931
ECB_02345	837	669.59	0	0
ECB_02346	1404	1236.59	2	1.24567
ECB_02347	288	127.772	0	0
ECB_02348	294	133.043	1	5.78903
ECB_02349	1017	849.59	1	0.906545
ECB_02350	810	642.59	0	0
ECB_02351	702	534.59	0	0
ECB_02352	480	312.973	0	0
ECB_02353	336	171.958	1	4.47895
ECB_02354	2280	2112.59	22	8.02059
ECB_02355	951	783.59	37	36.3673
ECB_02356	2004	1836.59	21	8.80655
ECB_02357	1044	876.59	4	3.51449
ECB_02358	576	408.633	2	3.76961
ECB_02359	1980	1812.59	3	1.27474
ECB_02360	1701	1533.59	10	5.02215
ECB_02361	3114	2946.59	2	0.522768
ECB_02362	357	192.21	9	36.0633
ECB_02363	1128	960.59	11	8.81969
ECB_02364	201	59.3883	15	194.531
ECB_02365	699	531.59	11	15.9373
ECB_02366	2016	1848.59	10	4.16637
ECB_02367	864	696.59	24	26.5358
ECB_02368	714	546.59	3	4.22725
ECB_02369	1035	867.59	10	8.87737
ECB_02370	879	711.59	27	29.2235
ECB_02371	573	405.633	28	53.1648
ECB_02372	471	304.004	5	12.6675
ECB_02373	618	450.59	1	1.7093
ECB_02374	2019	1851.59	2	0.831925
ECB_02376	1350	1182.59	5	3.25638
ECB_02377	651	483.59	1	1.59265
ECB_02378	1581	1413.59	2	1.0897
ECB_02379	1668	1500.59	6	3.07956
ECB_02380	540	372.711	0	0
ECB_02381	759	591.59	2	2.6038
ECB_02382	414	247.678	1	3.10965
ECB_02383	2007	1839.59	1	0.418676
ECB_02384	849	681.59	3	3.38998
ECB_02385	1062	894.59	3	2.58283
ECB_02386	1464	1296.59	15	8.9102
ECB_02387	360	195.093	1	3.94783
ECB_02388	747	579.59	5	6.64428
ECB_02389	1290	1122.59	4	2.74434
ECB_02390	627	459.59	2	3.35165
ECB_02391	1038	870.59	2	1.76936
ECB_02392	639	471.59	4	6.53272
ECB_02393	2067	1899.59	28	11.3526
ECB_02394	1542	1374.59	10	5.60307
ECB_02395	2244	2076.59	3	1.11268
ECB_02396	192	53.8172	33	472.271
ECB_02397	519	351.747	0	0
ECB_02398	540	372.711	9	18.5981
ECB_02399	1578	1410.59	4	2.18403
ECB_02400	1467	1299.59	4	2.37057
ECB_02401	1371	1203.59	2	1.27982
ECB_02402	216	69.4648	1	11.0875
ECB_02403	1473	1305.59	7	4.12943
ECB_02404	1179	1011.59	23	17.5115
ECB_02405	621	453.59	0	0
ECB_02406	1275	1107.59	15	10.4306
ECB_02407	1119	951.59	27	21.8531
ECB_02408	1014	846.59	43	39.1196
ECB_02409	1155	987.59	6	4.67922
ECB_02410	432	265.395	6	17.4124
ECB_02411	2313	2145.59	8	2.87172
ECB_02412	4962	4794.59	71	11.4053
ECB_02413	846	678.59	30	34.0496
ECB_02414	777	609.59	8	10.1077
ECB_02415	1284	1116.59	5	3.44886
ECB_02416	201	59.3883	2	25.9375
ECB_02417	336	171.958	3	13.4368
ECB_02418	1851	1683.59	9	4.11723
ECB_02419	516	348.747	1	2.20846
ECB_02420	324	160.464	17	81.5962
ECB_02421	387	221.033	20	69.6902
ECB_02422	1215	1047.59	25	18.3801
ECB_02423	489	321.847	14	33.5025
ECB_02424	741	573.59	7	9.39929
ECB_02425	804	636.59	1	1.20987
ECB_02426	882	714.59	0	0
ECB_02427	1281	1113.59	68	47.0308
ECB_02428	1140	972.59	8	6.33518
ECB_02429	891	723.59	15	15.966
ECB_02430	1362	1194.59	2	1.28947
ECB_02431	519	351.747	1	2.18962
ECB_02432	321	157.658	0	0
ECB_02433	813	645.59	0	0
ECB_02434	1203	1035.59	2	1.48745
ECB_02435	495	327.847	40	93.9697
ECB_02436	873	705.59	5	5.45778
ECB_02437	1062	894.59	1	0.860944
ECB_02438	999	831.59	1	0.926167
ECB_02439	1512	1344.59	4	2.29123
ECB_02440	984	816.59	3	2.82954
ECB_02441	3282	3114.59	14	3.46199
ECB_02442	1194	1026.59	8	6.00194
ECB_02443	1254	1086.59	10	7.08815
ECB_02444	1191	1023.59	1	0.752442
ECB_02445	339	174.73	12	52.8948
ECB_02446	1335	1167.59	2	1.31928
ECB_02447	714	546.59	2	2.81817
ECB_02448	1428	1260.59	8	4.88782
ECB_02449	3888	3720.59	4	0.828032
ECB_02451	276	116.855	0.311111	2.05053
ECB_02452	504	336.781	14.4255	32.9901
ECB_02453	537	369.711	3	6.24969
ECB_02454	573	405.633	20	37.9749
ECB_02455	849	681.59	0	0
ECB_02456	261	104.129	2	14.7931
ECB_02457	381	215.099	1	3.58064
ECB_02458	732	564.59	0	0
ECB_02459	729	561.59	0	0
ECB_02460	906	738.59	3	3.12836
ECB_02461	681	513.59	16	23.994
ECB_02462	975	807.59	11	10.4906
ECB_02463	1800	1632.59	7	3.30232
ECB_02464	480	312.973	7	17.2262
ECB_02465	957	789.59	55	53.6488
ECB_02466	651	483.59	162	258.01
ECB_02467	576	408.633	308	580.519
ECB_02468	1623	1455.59	2	1.05825
ECB_02469	738	570.59	1	1.34982
ECB_02470	1335	1167.59	2	1.31928
ECB_02471	882	714.59	8	8.62247
ECB_02472	588	420.633	4	7.32413
ECB_02473	384	218.099	91	321.356
ECB_02474	690	522.59	6	8.84278
ECB_02475	1038	870.59	8	7.07742
ECB_02476	420	253.577	39	118.455
ECB_02477	699	531.59	4	5.79538
ECB_02478	2661	2493.59	102	31.5046
ECB_02479	1356	1188.59	53	34.3433
ECB_02480	273	114.17	2	13.492
ECB_02481	1299	1131.59	67	45.6021
ECB_02482	2574	2406.59	35	11.2012
ECB_02483	732	564.59	1	1.36416
ECB_02484	981	813.59	8	7.57327
ECB_02485	738	570.59	53	71.5402
ECB_02486	342	177.623	10463	45368.7
ECB_02487	48	8.8	3	262.565
ECB_02488	1161	993.59	9	6.97644
ECB_02489	1122	954.59	6	4.84098
ECB_02490	1071	903.59	8	6.81895
ECB_02491	366	200.853	30	115.038
ECB_02492	519	351.747	8	17.517
ECB_02493	1227	1059.59	3	2.18063
ECB_02494	483	315.879	1	2.43825
ECB_02495	348	183.477	6	25.1866
ECB_02496	768	600.59	2	2.56478
ECB_02497	549	381.711	5	10.0887
ECB_02498	249	94.8357	7	56.8493
ECB_02499	1362	1194.59	12	7.7368
ECB_02500	867	699.59	3	3.30276
ECB_02501	1197	1029.59	4	2.99223
ECB_02502	594	426.59	29	52.3584
ECB_02503	879	711.59	17	18.4
ECB_02504	1662	1494.59	52	26.7966
ECB_02505	153	31.7637	132	3200.68
ECB_02506	291	130.37	7	41.354
ECB_02507	477	309.973	7	17.3929
ECB_02508	483	315.879	4	9.75301
ECB_02509	1230	1062.59	10	7.24825
ECB_02510	1557	1389.59	33	18.2905
ECB_02511	897	729.59	8	8.4452
ECB_02512	897	729.59	12	12.6678
ECB_02513	276	116.855	0	0
ECB_02514	504	336.781	0.00168583	0.00385536
ECB_02515	978	810.59	26	24.7042
ECB_02516	1269	1101.59	9	6.29247
ECB_02517	1449	1281.59	12	7.21159
ECB_02518	1281	1113.59	10	6.91629
ECB_02519	1401	1233.59	12	7.4922
ECB_02520	663	495.59	10	15.5409
ECB_02521	450	283.15	265	720.823
ECB_02522	159	35.0245	42	923.584
ECB_02523	300	138.458	2	11.1252
ECB_02524	525	357.747	0	0
ECB_02525	405	238.874	4	12.8971
ECB_02526	450	283.15	3	8.16026
ECB_02527	345	180.569	14	59.7152
ECB_02528	342	177.623	186	806.516
ECB_02529	246	92.403	0	0
ECB_02530	411	244.777	0	0
ECB_02531	2145	1977.59	7	2.72622
ECB_02532	960	792.59	2	1.94348
ECB_02533	1203	1035.59	2	1.48745
ECB_02534	1065	897.59	0	0
ECB_02535	993	825.59	1	0.932898
ECB_02536	1185	1017.59	2	1.51376
ECB_02537	738	570.59	7	9.44871
ECB_02538	336	171.958	1	4.47895
ECB_02539	531	363.711	1	2.11759
ECB_02540	1173	1005.59	1	0.76591
ECB_02541	1539	1371.59	2	1.12306
ECB_02542	516	348.747	99	218.637
ECB_02543	1557	1389.59	50	27.7129
ECB_02544	429	262.421	8	23.4796
ECB_02545	567	399.673	6	11.5623
ECB_02546	186	50.257	2118	32458.5
ECB_02547	2631	2463.59	45	14.0683
ECB_02548	501	333.814	3	6.92175
ECB_02549	1062	894.59	81	69.7364
ECB_02550	498	330.814	0	0
ECB_02551	1086	918.59	2	1.6769
ECB_02552	564	396.673	1	1.94163
ECB_02553	960	792.59	4	3.88696
ECB_02554	372	206.648	2	7.45413
ECB_02555	780	612.59	3	3.77181
ECB_02556	360	195.093	0	0
ECB_02557	774	606.59	8	10.1577
ECB_02558	966	798.59	5	4.8222
ECB_02559	1515	1347.59	3	1.7146
ECB_02560	1440	1272.59	5	3.02608
ECB_02561	1134	966.59	1	0.796813
ECB_02562	2253	2085.59	2	0.738584
ECB_02563	528	360.711	2	4.27041
ECB_02564	1014	846.59	1	0.909758
ECB_02565	1458	1290.59	5	2.98387
ECB_02566	1425	1257.59	3	1.8373
ECB_02567	471	304.004	6	15.201
ECB_02568	411	244.777	2	6.29302
ECB_02569	768	600.59	2	2.56478
ECB_02570	543	375.711	1	2.04996
ECB_02571	1710	1542.59	1	0.499285
ECB_02572	924	756.59	4	4.07191
ECB_02573	1827	1659.59	0	0
ECB_02574	612	444.59	1	1.73236
ECB_02575	462	295.034	2	5.22104
ECB_02576	351	186.421	0	0
ECB_02577	873	705.59	0	0
ECB_02578	273	114.17	0	0
ECB_02579	1122	954.59	1	0.80683
ECB_02580	969	801.59	4	3.84332
ECB_02581	2079	1911.59	17	6.84941
ECB_02582	354	189.326	3	12.2042
ECB_02583	2562	2394.59	6	1.92983
ECB_02584	657	489.59	0	0
ECB_02585	798	630.59	12	14.6566
ECB_02586	909	741.59	1	1.03857
ECB_02587	1263	1095.59	5	3.51496
ECB_02588	639	471.59	0	0
ECB_02589	777	609.59	2	2.52692
ECB_02590	1365	1197.59	1	0.643118
ECB_02591	993	825.59	44	41.0475
ECB_02592	1140	972.59	40	31.6759
ECB_02593	627	459.59	11	18.4341
ECB_02594	762	594.59	6	7.77199
ECB_02595	1050	882.59	11	9.59914
ECB_02596	480	312.973	2	4.92178
ECB_02597	711	543.59	4	5.66744
ECB_02598	312	149.267	29	149.635
ECB_02599	324	160.464	3	14.3993
ECB_02600	606	438.59	0	0
ECB_02601	1428	1260.59	5	3.05489
ECB_02602	909	741.59	2	2.07714
ECB_02603	1038	870.59	4	3.53871
ECB_02604	1113	945.59	4.6	3.74674
ECB_02605	852	684.59	12	13.5005
ECB_02606	522	354.747	1.4	3.03955
ECB_02607	735	567.59	4	5.4278
ECB_02608	1713	1545.59	1	0.498316
ECB_02609	1800	1632.59	1	0.471761
ECB_02610	366	200.853	0	0
ECB_02611	1272	1104.59	0	0
ECB_02612	261	104.129	0	0
ECB_02613	576	408.633	0	0
ECB_02614	861	693.59	1	1.11044
ECB_02615	780	612.59	0	0
ECB_02616	1338	1170.59	4	2.63181
ECB_02617	1455	1287.59	2	1.19633
ECB_02618	786	618.59	0	0
ECB_02619	1278	1110.59	2	1.387
ECB_02620	1479	1311.59	1	0.58722
ECB_02621	849	681.59	66	74.5795
ECB_02622	672	504.59	21	32.0538
ECB_02623	873	705.59	1	1.09156
ECB_02624	1299	1131.59	339	230.733
ECB_02625	1638	1470.59	172	90.0815
ECB_02626	792	624.59	8	9.86492
ECB_02627	336	171.958	1	4.47895
ECB_02628	249	94.8357	0	0
ECB_02629	2235	2067.59	12	4.47008
ECB_02630	1302	1134.59	11	7.46711
ECB_02631	2757	2589.59	9	2.67677
ECB_02632	1341	1173.59	18	11.8129
ECB_02633	1341	1173.59	2	1.31254
ECB_02634	1353	1185.59	1	0.649627
ECB_02635	450	283.15	8	21.7607
ECB_02636	783	615.59	2	2.50229
ECB_02637	330	166.216	1	4.63369
ECB_02638	546	378.711	12	24.4047
ECB_02639	849	681.59	8	9.03994
ECB_02640	1365	1197.59	162	104.185
ECB_02641	1290	1122.59	6	4.11651
ECB_02642	1368	1200.59	2	1.28302
ECB_02643	846	678.59	1	1.13499
ECB_02644	1152	984.59	2	1.56449
ECB_02646	504	336.781	2.66448	6.09347
ECB_02647	276	116.855	0.311111	2.05053
ECB_02648	945	777.59	4	3.96194
ECB_02649	1629	1461.59	7	3.68868
ECB_02650	1074	906.59	9	7.64593
ECB_02651	984	816.59	5	4.7159
ECB_02652	1500	1332.59	16	9.24746
ECB_02653	1776	1608.59	9	4.30919
ECB_02654	1449	1281.59	6	3.60579
ECB_02655	423	256.526	5	15.012
ECB_02656	732	564.59	5	6.8208
ECB_02657	1101	933.59	3	2.47494
ECB_02658	396	229.921	0	0
ECB_02659	918	750.59	18	18.4701
ECB_02660	228	78.575	69	676.338
ECB_02661	1206	1038.59	7	5.19102
ECB_02662	444	277.205	4	11.1137
ECB_02663	807	639.59	1	1.2042
ECB_02664	1098	930.59	4	3.31055
ECB_02665	1254	1086.59	1	0.708815
ECB_02666	1332	1164.59	4	2.64537
ECB_02667	1827	1659.59	4	1.85634
ECB_02668	3543	3375.59	14	3.19431
ECB_02669	2889	2721.59	6	1.69796
ECB_02670	3369	3201.59	7	1.68396
ECB_02671	324	160.464	1	4.79978
ECB_02672	408	241.85	1	3.18459
ECB_02673	564	396.673	1	1.94163
ECB_02674	471	304.004	1	2.5335
ECB_02675	795	627.59	1	1.22722
ECB_02676	876	708.59	1	1.08694
ECB_02677	2247	2079.59	8	2.96286
ECB_02678	531	363.711	12	25.4111
ECB_02679	690	522.59	2	2.94759
ECB_02680	714	546.59	1	1.40908
ECB_02681	219	71.704	195	2094.55
ECB_02682	1041	873.59	20	17.6328
ECB_02683	1194	1026.59	2	1.50049
ECB_02684	2160	1992.59	7	2.7057
ECB_02685	1032	864.59	9	8.01735
ECB_02686	1263	1095.59	1	0.702993
ECB_02687	936	768.59	1	1.00208
ECB_02688	693	525.59	0	0
ECB_02689	1419	1251.59	4	2.46148
ECB_02690	762	594.59	4	5.18133
ECB_02691	837	669.59	12	13.8029
ECB_02692	1182	1014.59	47	35.6785
ECB_02693	1230	1062.59	12	8.6979
ECB_02694	570	402.633	0	0
ECB_02695	309	146.509	0	0
ECB_02696	807	639.59	15	18.0629
ECB_02697	552	384.673	0	0
ECB_02698	756	588.59	7	9.15976
ECB_02699	2259	2091.59	5	1.84116
ECB_02700	879	711.59	1	1.08235
ECB_02701	480	312.973	3	7.38267
ECB_02702	1779	1611.59	407	194.509
ECB_02703	1191	1023.59	8	6.01953
ECB_02704	1197	1029.59	3	2.24417
ECB_02705	1212	1044.59	2	1.47463
ECB_02706	1386	1218.59	1	0.632035
ECB_02707	933	765.59	11	11.0661
ECB_02708	1626	1458.59	4	2.11215
ECB_02709	771	603.59	12	15.3122
ECB_02710	579	411.633	79	147.814
ECB_02711	3099	2931.59	15	3.94082
ECB_02712	1329	1161.59	6	3.9783
ECB_02713	780	612.59	3	3.77181
ECB_02714	2871	2703.59	10	2.84877
ECB_02715	1401	1233.59	7	4.37045
ECB_02716	1320	1152.59	4	2.67291
ECB_02717	1368	1200.59	2	1.28302
ECB_02718	333	169.114	4	18.2171
ECB_02719	1920	1752.59	7	3.07621
ECB_02720	1449	1281.59	7	4.20676
ECB_02721	549	381.711	15	30.2661
ECB_02722	1518	1350.59	7	3.99184
ECB_02723	1098	930.59	1	0.827638
ECB_02724	1734	1566.59	2	0.983272
ECB_02725	711	543.59	5	7.0843
ECB_02726	897	729.59	6	6.3339
ECB_02727	522	354.747	20	43.4221
ECB_02728	408	241.85	2	6.36918
ECB_02729	267	109.086	7	49.4228
ECB_02730	981	813.59	26	24.6131
ECB_02731	660	492.59	120	187.627
ECB_02732	312	149.267	18	92.8768
ECB_02733	1440	1272.59	6	3.6313
ECB_02734	744	576.59	1	1.33577
ECB_02735	2874	2706.59	10	2.84562
ECB_02736	390	223.966	3	10.3166
ECB_02737	1095	927.59	6	4.98189
ECB_02738	1203	1035.59	5	3.71861
ECB_02739	1179	1011.59	6	4.5682
ECB_02740	1326	1158.59	16	10.6363
ECB_02741	579	411.633	9	16.8396
ECB_02742	330	166.216	392	1816.41
ECB_02743	549	381.711	1	2.01774
ECB_02744	1233	1065.59	13	9.3962
ECB_02745	660	492.59	0	0
ECB_02746	231	80.5935	0	0
ECB_02747	894	726.59	17	18.0201
ECB_02748	2145	1977.59	5	1.9473
ECB_02749	996	828.59	1	0.929521
ECB_02750	786	618.59	0	0
ECB_02751	1479	1311.59	2	1.17444
ECB_02752	897	729.59	2	2.1113
ECB_02753	741	573.59	29	38.9399
ECB_02754	636	468.59	0	0
ECB_02755	861	693.59	11	12.2149
ECB_02756	1080	912.59	62	52.3257
ECB_02757	1164	996.59	24	18.5478
ECB_02758	1020	852.59	31	28.004
ECB_02759	714	546.59	3	4.22725
ECB_02760	510	342.747	5	11.2356
ECB_02761	966	798.59	0	0
ECB_02762	1278	1110.59	3	2.08049
ECB_02763	1389	1221.59	1	0.630483
ECB_02764	417	250.653	0	0
ECB_02765	1992	1824.59	13	5.48753
ECB_02766	759	591.59	64	83.3217
ECB_02767	921	753.59	6	6.13218
ECB_02768	1977	1809.59	215	91.5076
ECB_02769	147	28.8004	2	53.4849
ECB_02770	216	69.4648	1	11.0875
ECB_02771	252	97.0698	2	15.8688
ECB_02772	1155	987.59	17	13.2578
ECB_02773	1395	1227.59	6	3.76441
ECB_02774	498	330.814	0	0
ECB_02775	708	540.59	3	4.27417
ECB_02776	732	564.59	5	6.8208
ECB_02777	951	783.59	3	2.9487
ECB_02778	564	396.673	2	3.88326
ECB_02779	417	250.653	0	0
ECB_02780	981	813.59	1	0.946658
ECB_02781	705	537.59	2	2.86535
ECB_02782	567	399.673	2	3.85411
ECB_02783	291	130.37	2	11.8154
ECB_02784	594	426.59	1	1.80546
ECB_02785	1137	969.59	1	0.794348
ECB_02786	1008	840.59	3	2.74875
ECB_02787	1047	879.59	6	5.25375
ECB_02788	720	552.59	16	22.3006
ECB_02789	327	163.366	16	75.4324
